area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Anandapura,2,ViensRK,1151,2,1,43.1
Plot  Area,Ready To Move,Bommenahalli,3,Prana S,832,3,1,77.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Shthi S,915,2,1,38.0
Super built-up  Area,22-Dec,Bannerghatta Road,2,PrarePa,1115,2,1,65.12
Super built-up  Area,Ready To Move,Kaggadasapura,2,MCngeha,1200,2,2,53.0
Super built-up  Area,Ready To Move,Singasandra,2,Phhidx ,1300,2,2,65.0
Super built-up  Area,Ready To Move,Bellandur,2,Amivace,1457,2,2,85.0
Super built-up  Area,Ready To Move,Kannamangala,2,Marnaer,1262,2,2,55.0
Super built-up  Area,Ready To Move,HSR Layout,2,SruntFa,1127,2,1,68.0
Super built-up  Area,18-Feb,Kundalahalli,3,Dieldli,1397,3,2,104.0
Super built-up  Area,18-May,Jakkur,2,BrdgeNo,1230,2,1,76.0
Super built-up  Area,19-Dec,Sarjapur  Road,2,Daivon ,858,2,1,31.57
Super built-up  Area,21-Mar,Talaghattapura,3,Sodgere,1868,3,1,121.0
Super built-up  Area,Ready To Move,Uttarahalli,3,Baveles,1689.28,3,2,91.2
Super built-up  Area,Ready To Move,Uttarahalli,3,Ihnueut,1310,2,1,85.0
Super built-up  Area,18-May,Kundalahalli,3,Dieldli,1397,3,3,108.0
Super built-up  Area,18-Jul,Sarjapur,2,Vehes L,1157,2,1,40.0
Super built-up  Area,Ready To Move,Sonnenahalli,2,DSgam S,1157,2,1,42.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BModsen,1241,2,1,82.0
Built-up  Area,Ready To Move,Marathahalli,4,PueraRi,4000,4,3,220.0
Super built-up  Area,Ready To Move,Rajiv Nagar,4,PuoodSk,2340,4,1,148.0
Plot  Area,Ready To Move,Kyalasanahalli,4,UpowsMe,1200,4,3,110.0
Super built-up  Area,Ready To Move,Ambedkar Colony,3,RMcesa ,1910,3,1,190.0
Super built-up  Area,Ready To Move,Brookefield,2,CidgeKn,1139,2,2,80.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1168,2,2,64.08
Built-up  Area,18-Jul,Electronics City Phase 1,2,Shitt S,1340,2,2,75.0
Built-up  Area,Ready To Move,B Narayanapura,3,ShentAp,1405,2,2,70.0
Built-up  Area,Ready To Move, Devarabeesana Halli,3,Sorisa ,1750,3,3,149.0
Super built-up  Area,Ready To Move,Motappa Layout,3,Puodse ,1360,2,1,65.0
Super built-up  Area,19-Jun,Byrasandra,2,Sancy R,985,2,1,63.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Brngsal,1850,3,2,150.0
Super built-up  Area,Ready To Move,Rustam Bagh Layout,3,Srowsee,1490,2,3,88.0
Super built-up  Area,Ready To Move,Yelachenahalli,2,BaiseBa,1080,2,2,55.0
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1410,2,3,52.17
Super built-up  Area,Ready To Move,Hennur Road,3,Maity W,1290,2,1,94.5
Super built-up  Area,19-Mar,Hosa Road,3,Skume R,1318,2,1,85.28
Super built-up  Area,Ready To Move,Electronic City,2,Prarkun,1128,2,1,68.0
Plot  Area,Ready To Move,Meenakunte,4,Sreat R,4428,4,2,255.0
Super built-up  Area,21-Mar,Kanakpura Road,2,GolusLi,1051,2,2,56.74
Plot  Area,Ready To Move,Kannamangala,4,MIalerd,2400,4,1,130.0
Super built-up  Area,Ready To Move,Basapura,2,Jaangm ,1301,2,2,55.0
Built-up  Area,18-Aug,Electronic City Phase II,2,Sryalan,1000,2,1,28.88
Super built-up  Area,19-Nov,Sarjapur  Road,2,AsastDe,984,2,1,45.91
Super built-up  Area,22-May,Jakkur,3,SoineC ,1819.18,3,1,160.0
Super built-up  Area,18-Apr,Hebbal,3,Magiaya,1355,3,1,83.87
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1615,3,2,58.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Contsci,1400,2,2,68.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,Villeka,1070,2,2,47.5
Super built-up  Area,17-Nov,Hebbal,3,Emceske,3500,3,3,395.0
Super built-up  Area,22-Jun,Hoodi,2,GoAirej,1132,2,1,89.37
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,Lancyey,1090,2,2,43.59
Super built-up  Area,Ready To Move,Gottigere,3,Pridei ,1500,3,2,70.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3,Prhtsok,2059,3,2,225.0
Super built-up  Area,18-May,Bhoganhalli,2,Rosha I,1447,2,1,75.97
Super built-up  Area,20-Dec,Whitefield,2,VaarkMe,1269,2,1,75.0
Super built-up  Area,Ready To Move,Kanakpura Road,2,Shiew T,1070,2,2,37.45
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,Cimeshw,1185,2,1,45.5
Super built-up  Area,18-Aug,Chandapura,2,SunceEs,1015,2,2,25.88
Super built-up  Area,Ready To Move,Ckikkakammana Halli,2,Radhian,902,2,2,42.0
Super built-up  Area,19-Dec,Binny Pete,2,She 2rk,1365,2,1,122.0
Super built-up  Area,Ready To Move,Doddathoguru,2,Hincy R,984,2,1,51.0
Super built-up  Area,Ready To Move,Haralur Road,2,NDionas,1300,2,2,79.0
Super built-up  Area,Ready To Move,Murugeshpalya,3,Vestas ,1845,3,3,91.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,Puownm ,1676,3,3,52.0
Super built-up  Area,20-Dec,Uttarahalli,2,PrdgeLa,1137,2,1,63.0
Super built-up  Area,Ready To Move,Electronic City,3,GMown E,1360,2,1,70.5
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3,FoGemna,1374,2,2,70.0
Built-up  Area,Ready To Move,Electronic City Phase II,3,SNbay G,1790,3,3,100.0
Built-up  Area,Ready To Move,Somasundara Palya,2,Ahhtser,1033,2,2,48.0
Super built-up  Area,Ready To Move,Kumarapalli,2,BMmesHo,1240,2,2,52.6
Super built-up  Area,Ready To Move,Kambipura,2,Prrtht ,883,2,1,39.0
Super built-up  Area,Ready To Move,Marathahalli,3,Asintas,1730,3,3,139.0
Super built-up  Area,Ready To Move,Whitefield,3,BainePr,1545,3,2,79.0
Plot  Area,Ready To Move,Marsur,3,AreraRe,1200,3,1,120.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,Soiewre,1682,3,1,120.0
Built-up  Area,Ready To Move,Yelahanka,3,Rarthne,1371,2,2,65.0
Super built-up  Area,Ready To Move,Ambalipura,3,SJarkte,1730,3,1,120.0
Super built-up  Area,Ready To Move,EPIP Zone,3,SJlynro,1500,3,3,102.0
Carpet  Area,Ready To Move,Lingarajapuram,2,Glnetch,1203,2,1,59.86
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3,Suensda,1600,3,2,76.0
Super built-up  Area,Ready To Move,Varthur,3,MKllei ,1665,3,1,53.0
Super built-up  Area,Ready To Move,Haralur Road,3,NDionas,1444,2,1,80.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,Soiewre,1521,3,1,94.71
Super built-up  Area,Ready To Move,Electronic City Phase II,2,MJtroty,769,2,1,40.0
Super built-up  Area,Ready To Move,Electronic City,3,Prarkun,1571,3,2,105.0
Super built-up  Area,Ready To Move,Hennur Road,3,Maity W,1445,3,1,86.56
Super built-up  Area,Ready To Move,Hosur Road,3,Saageat,1590,2,2,135.0
Super built-up  Area,Ready To Move,Bommasandra,2,Niway G,902,2,2,49.0
Built-up  Area,Ready To Move,Yelahanka,3,NCowsar,1712,3,3,82.0
Super built-up  Area,Ready To Move,Kundalahalli,3,Roima A,1920,3,2,150.0
Super built-up  Area,Ready To Move,Electronic City,2,Daives ,1089,2,2,45.0
Built-up  Area,Ready To Move,Horamavu Agara,2,Maows M,1106,2,1,43.09
Super built-up  Area,Ready To Move,Kanakpura Road,2,PuandHi,1339,2,2,58.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,RothaVa,1175,2,2,75.0
Built-up  Area,Ready To Move,Thubarahalli,2,Soowsa ,975,2,1,55.0
Super built-up  Area,Ready To Move,Subramanyapura,3,Prldsri,1330,3,2,72.0
Super built-up  Area,20-Dec,Thanisandra,2,Bhe 2ko,1183,2,1,59.74
Super built-up  Area,19-Dec,Hebbal,3,Magiaya,1255,2,1,77.68
Built-up  Area,Ready To Move,Pai Layout,2,SantsAp,1100,2,2,50.0
Super built-up  Area,18-Dec,Ramamurthy Nagar,2,Vaharvi,1170,2,2,46.8
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1530,3,3,51.77
Built-up  Area,17-Dec,Hebbal,2,Mahosya,1420,2,2,107.0
Super built-up  Area,19-Jan,Kanakpura Road,3,PrityFa,1591,3,1,115.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Eladero,1680,3,2,120.0
Super built-up  Area,19-Dec,Hoodi,2,Caycend,1055,2,1,57.63
Super built-up  Area,Ready To Move,Iblur Village,3,Sonet G,1918,3,2,129.0
Super built-up  Area,18-Jan,Sarjapur  Road,2,Kelia R,1280,2,1,76.0
Super built-up  Area,Ready To Move,Nagarbhavi,3,DSdhiSa,1560,3,3,66.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Usquaya,1145,2,2,49.5
Super built-up  Area,Ready To Move,Talaghattapura,3,Sodgere,2106,3,2,126.0
Super built-up  Area,20-Jun,Whitefield,3,Somns T,1306,3,2,54.65
Super built-up  Area,19-Jun,Hebbal,2,Raard B,1320,2,1,92.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,DSnjh S,1344,2,1,42.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,RothaVa,1190,2,1,75.0
Built-up  Area,Ready To Move,Whitefield,2,Pranthi,1000,2,1,35.0
Plot  Area,Ready To Move,Kalhalli,2,Keersto,2400,2,1,160.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,2,Mania G,1000,2,1,48.5
Super built-up  Area,Ready To Move,Jalahalli,3,Tahtsla,2113,3,2,155.0
Super built-up  Area,Ready To Move,Harlur,4,Zonce E,1884,4,2,120.0
Super built-up  Area,Ready To Move,Electronic City,2,YCnce R,1110,2,1,40.0
Super built-up  Area,Ready To Move,Kudlu,2,Srrnasa,1027,2,2,43.0
Plot  Area,Ready To Move,Hadosiddapura,3,JRichee,1200,3,2,165.0
Super built-up  Area,Ready To Move,Bellandur,2,SRageri,1195,2,2,51.0
Super built-up  Area,Ready To Move,Narayanapura,2,Veodsar,1302,2,1,69.1
Super built-up  Area,19-Aug,Begur Road,3,Pruthg ,1583,3,1,74.4
Super built-up  Area,Ready To Move,Kumarapalli,3,BMmesHo,1488,2,3,60.0
Super built-up  Area,18-Aug,Kammasandra,3,DSOakil,1385,2,2,34.63
Built-up  Area,18-Jan,Electronic City,3,Prarkun,1600,3,2,104.0
Super built-up  Area,Ready To Move,Old Airport Road,2,FlsicFl,1150,2,1,90.0
Super built-up  Area,20-May,Kanakpura Road,2,Soena A,1299,2,2,85.0
Super built-up  Area,18-Apr,Devanahalli,3,Sabixtt,1282,2,2,52.43
Super built-up  Area,Ready To Move,Kachanayakanahalli,2,ICoolon,861,2,1,35.0
Built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1600,3,2,95.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,3,Naods W,1390,2,2,80.0
Super built-up  Area,Ready To Move,Gunjur,2,Puide P,1195,2,2,44.0
Super built-up  Area,Ready To Move,Yelenahalli,2,Jaers S,1159,2,1,60.0
Super built-up  Area,20-Jun,Whitefield,3,Somns T,1386,3,1,57.46
Super built-up  Area,Ready To Move,Harlur,2,Prncyrn,1197,2,1,79.0
Super built-up  Area,18-Dec,Old Airport Road,4,Jaades ,2690,4,3,191.0
Super built-up  Area,18-May,Bommasandra,3,SSestth,1295,2,1,50.28
Super built-up  Area,21-Dec,Whitefield,2,Preaunt,1132,2,1,79.28
Built-up  Area,Ready To Move,6th block Koramangala,3,Sinde G,2350,3,2,400.0
Super built-up  Area,19-Dec,Hebbal,3,Raard B,1645,3,2,135.0
Super built-up  Area,Ready To Move,Marathahalli,3,Prionad,1937,3,2,140.0
Super built-up  Area,Ready To Move,Doddathoguru,2,Vayali ,1015,2,2,33.5
Super built-up  Area,Ready To Move,Kathriguppe,3,Prone M,1350,2,2,80.99
Super built-up  Area,18-Aug,Kengeri Satellite Town,3,DSestSt,1149,2,2,29.0
Plot  Area,Ready To Move,Tindlu,3,Hentye ,1500,3,1,87.0
Super built-up  Area,Ready To Move,Yelahanka,3,PuziaVe,1566,3,2,97.0
Super built-up  Area,Ready To Move,KR Puram,2,LVniaar,1290,2,1,49.02
Super built-up  Area,Ready To Move,Keshava Nagar,3,ETens G,1839,3,3,165.0
Super built-up  Area,18-May,Electronic City Phase II,3,Sryalan,1400,2,2,40.43
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1140,2,2,39.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2,VaasaPr,1100,2,1,46.0
Built-up  Area,Ready To Move,Vignana Nagar,2,Mancyhi,1200,2,2,55.0
Super built-up  Area,Ready To Move,Uttarahalli,3,Omy 2es,1315,2,2,74.0
Super built-up  Area,Ready To Move,Anandapura,2,ViensRK,1141,2,1,42.75
Super built-up  Area,Ready To Move,AECS Layout,2,Srestve,1080,2,2,55.0
Super built-up  Area,Ready To Move,HBR Layout,2,Flretes,1200,2,2,60.0
Super built-up  Area,Ready To Move,Varthur,2,DSingSt,1111,2,2,41.88
Super built-up  Area,Ready To Move,Bannerghatta Road,2,SNity S,1275,2,2,65.0
Super built-up  Area,Ready To Move,Kudlu Gate,3,Srier P,1535,3,2,86.0
Super built-up  Area,17-Nov,Nagavarapalya,2,PuonsSe,1392,2,1,130.0
Super built-up  Area,Ready To Move,Bellandur,2,Kritel ,1050,2,2,72.0
Super built-up  Area,19-Jun,Hosa Road,3,Sosisic,1513,3,1,103.0
Super built-up  Area,Ready To Move,Gottigere,3,Sooutnu,1621,3,3,72.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,Ceise P,892,2,1,39.0
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1205,2,1,40.0
Super built-up  Area,18-Dec,Hebbal,3,Magiaya,1355,3,2,83.87
Super built-up  Area,Ready To Move,Indira Nagar,2,Suurtni,1400,2,2,168.0
Super built-up  Area,18-Nov,Kengeri,2,VBn 2lm,726,2,1,35.0
Plot  Area,Ready To Move,Singena Agrahara,3,CoiewSy,1500,3,2,149.0
Super built-up  Area,Ready To Move,Begur Road,2,Visic C,1170,2,2,46.0
Super built-up  Area,Ready To Move,Doddathoguru,2,Saaveas,1104,2,2,39.0
Super built-up  Area,Ready To Move,Kanakpura Road,2,Wiowsri,950,2,1,45.0
Built-up  Area,Ready To Move,Hormavu,4,Prageta,4818,4,3,390.0
Built-up  Area,Ready To Move,Canara Bank Colony,3,Kiagar ,1650,2,1,52.0
Super built-up  Area,21-May,Kogilu,3,Sourtal,1559,3,2,127.0
Built-up  Area,Ready To Move,Hanumagiri,2,Nastadr,1100,2,1,38.0
Super built-up  Area,Ready To Move,Benson Town,3,GathiVa,1750,3,3,150.0
Super built-up  Area,18-Jul,Ramagondanahalli,2,ViistLa,1215,2,1,45.5
Super built-up  Area,21-Feb,Talaghattapura,3,Sodgere,1868,3,1,135.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1570,3,3,64.5
Super built-up  Area,17-Oct,Hulimavu,2,ArowsMe,1225,2,2,55.0
Super built-up  Area,Ready To Move,Kasturi Nagar,4,Radenta,1896,3,1,125.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2,Riodsri,900,2,2,32.5
Super built-up  Area,Ready To Move,Thanisandra,4,Soitya ,3216,4,1,226.0
Super built-up  Area,Ready To Move,Kudlu,2,Srrnasa,1092,2,2,44.0
Super built-up  Area,Ready To Move,Hulimavu,2,RatosAr,1255,2,2,74.0
Built-up  Area,Ready To Move,Electronic City,3,GMown E,1500,2,1,100.0
Super built-up  Area,18-Feb,Thanisandra,2,Bhmesy ,1296,2,2,72.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,Mahla T,1023,2,2,42.0
Super built-up  Area,18-May,Thanisandra,2,SLityee,1020,2,1,44.5
Super built-up  Area,17-Jul,Choodasandra,3,Sainei ,1530,3,2,77.0
Built-up  Area,Ready To Move,Vijaya Bank Layout,3,Dhise P,1605,2,3,85.0
Built-up  Area,Ready To Move,6th Phase JP Nagar,2,SNpalaj,1140,2,2,65.0
Super built-up  Area,Ready To Move,Green Glen Layout,3,Soionar,1725,3,2,130.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,50.0
Super built-up  Area,Ready To Move,Kannamangala,3,Sonue A,1574,3,1,93.34
Super built-up  Area,Ready To Move,Marathahalli,3,Valdsic,1550,3,2,83.0
Super built-up  Area,Ready To Move,Akshayanagara West,2,Ajomaa ,1205,2,2,60.0
Super built-up  Area,Ready To Move,Kambipura,3,Prrtht ,1082,2,1,55.0
Super built-up  Area,Ready To Move,Uttarahalli,3,Ayaya A,1215,2,2,52.85
Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1452,3,3,60.98
Super built-up  Area,18-Apr,Electronic City Phase II,3,MJtroty,1329,2,2,41.0
Super built-up  Area,19-Oct,Hebbal,3,SNontle,2600,3,2,195.0
Built-up  Area,18-Dec,Electronic City Phase II,3,Sryalan,1220,3,1,35.23
Super built-up  Area,Ready To Move,Pai Layout,2,Kencyes,1255,2,1,80.0
Super built-up  Area,Ready To Move,Keshava Nagar,3,ETens G,1904,3,3,155.0
Super built-up  Area,Ready To Move,Murugeshpalya,3,IBaveen,2135,3,2,160.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,PrncyRe,800,2,2,30.0
Super built-up  Area,Ready To Move,Hormavu,3,Ocock R,1500,3,3,70.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1880,3,2,95.0
Super built-up  Area,Ready To Move,Electronic City,3,Pa II E,1440,2,2,55.0
Super built-up  Area,18-Mar,Varthur,2,Hirio L,1097,2,1,33.82
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,Sithand,1070,2,1,50.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,2,Mania G,1000,2,1,58.0
Built-up  Area,Ready To Move,Jigani,2,DLhtsen,937,2,1,44.0
Built-up  Area,Ready To Move,Green Glen Layout,2,Blisera,1075,2,1,60.0
Super built-up  Area,Ready To Move,Ashwathnagar,2,GMentAp,936,2,2,43.0
Super built-up  Area,Ready To Move,Marathahalli,2,Asintas,1350,2,1,86.0
Super built-up  Area,Ready To Move,Mallasandra,2,GMilse ,1325,2,1,70.0
Super built-up  Area,18-Apr,Devanahalli,2,Oznuean,1174,2,1,59.0
Super built-up  Area,Ready To Move,Hosur Road,3,Saageat,1890,3,2,162.0
Built-up  Area,Ready To Move,Yelahanka,3,Niareum,1653,3,2,120.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,52.0
Built-up  Area,Ready To Move,Hoysalanagar,2,Mamesi ,1100,2,1,50.0
Super built-up  Area,Ready To Move,Kudlu Gate,3,Srier P,1532,3,2,83.0
Super built-up  Area,18-Dec,Uttarahalli,2,DSera S,1325,2,1,53.0
Super built-up  Area,17-Apr,Electronic City,3,Sie 2is,1156,2,2,44.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,SNity S,1260,2,2,70.0
Super built-up  Area,Ready To Move,Kasavanhalli,3,HMonymp,1476,3,1,95.0
Super built-up  Area,Ready To Move,Murugeshpalya,2,Rallaa ,1185,2,1,85.0
Super built-up  Area,Ready To Move,Channasandra Layout,3,Aconyit,1265,2,1,82.0
Super built-up  Area,Ready To Move,Whitefield,2,Pae 1ov,1195,2,1,70.0
Super built-up  Area,Ready To Move,Hosur Road,2,Collsrn,1180,2,2,36.5
Super built-up  Area,Ready To Move,Jakkur,2,Elidet ,1050,2,1,49.87
Built-up  Area,Ready To Move,Subramanyapura,2,Prldsri,929,2,1,48.0
Super built-up  Area,Ready To Move,Jigani,3,DLhtsen,1252,3,3,61.0
Built-up  Area,Ready To Move,Green Glen Layout,3,Soionar,1485,3,2,115.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,Courf T,1124,2,2,55.0
Super built-up  Area,19-Mar,Hennur Road,3,Puachal,1482,2,3,97.0
Super built-up  Area,Ready To Move,Jalahalli,3,BrardCo,1570,3,2,140.0
Super built-up  Area,Ready To Move,OLd Gurappanapalya,3,SoliaMa,2000,3,2,160.0
Super built-up  Area,Ready To Move,Prithvi Layout,2,Prlmsge,1352,2,2,75.0
Super built-up  Area,18-Apr,Electronic City,2,Prarkun,1152,2,1,65.0
Built-up  Area,Ready To Move,Ramanjaneyanagar,3,Siite E,1300,2,2,70.0
Super built-up  Area,Ready To Move,Hoskote,3,Thiced ,1740,3,3,60.0
Built-up  Area,Ready To Move,Bannerghatta Road,3,Dhncyud,1788,3,2,90.0
Super built-up  Area,19-Dec,Kanakapura,2,GoityEt,1151,2,1,59.0
Super built-up  Area,Ready To Move,Uttarahalli,3,Evood S,1300,2,2,60.0
Super built-up  Area,19-Jun,Hebbal,3,Raard B,1645,3,2,117.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,BriumMi,1175,2,2,82.5
Super built-up  Area,20-Jan,Balagere,2,Soresea,1007,2,1,65.0
Super built-up  Area,Ready To Move,Marathahalli,4,PueraRi,4000,4,3,220.0
Super built-up  Area,Ready To Move,B Channasandra,2,PrncyRe,1080,2,1,45.0
Super built-up  Area,Ready To Move,Electronic City,2,GMown E,1070,2,1,60.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,3,PrpiaSr,1532,3,1,115.0
Super built-up  Area,Ready To Move,Hennur,2,MDncyhi,1040,2,2,42.12
Plot  Area,Ready To Move,Laxmi Sagar Layout,3,Pudgear,3100,3,3,250.0
Super built-up  Area,Ready To Move,Thanisandra,3,MenueNo,1430,2,2,51.6
Super built-up  Area,Ready To Move,Panduranga Nagar,3,SApusnu,1827,3,3,100.0
Super built-up  Area,Ready To Move,HRBR Layout,2,Srayatr,1210,2,1,75.0
Super built-up  Area,Ready To Move,New Thippasandra,3,Srmitev,1500,3,3,95.0
Super built-up  Area,21-Mar,Hebbal,2,Oztarol,1251,2,1,88.73
Super built-up  Area,Ready To Move,HSR Layout,3,RotatHa,1600,2,2,115.0
Super built-up  Area,18-Apr,Electronic City,2,Prarkun,1128,2,1,65.5
Super built-up  Area,Ready To Move,Budigere,3,PrityTr,1820,3,2,93.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,Dehts H,1510,2,3,59.0
Super built-up  Area,Ready To Move,Hoodi,3,SMaxyay,1925,2,3,114.0
Plot  Area,Ready To Move,Hennur Road,3,LGapeon,2651,2,2,225.0
Super built-up  Area,Ready To Move,Kumaraswami Layout,2,GancyRe,1000,2,2,36.0
Plot  Area,Ready To Move,KR Puram,3,Salle F,1752,3,2,145.0
Super built-up  Area,Ready To Move,Gattigere,2,Vaw 2il,1180,2,2,63.0
Built-up  Area,Ready To Move,Benson Town,3,Fants A,2270,3,1,180.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1180,2,1,46.0
Super built-up  Area,21-Jan,Kanakpura Road,3,PrarePa,1300,3,2,69.0
Super built-up  Area,Ready To Move,Banashankari Stage III,3,Pridsi ,1305,2,1,59.0
Super built-up  Area,Ready To Move,Jakkur,2,BrdgeNo,1290,2,1,80.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,RothaVa,1200,2,2,75.0
Built-up  Area,Ready To Move,Hormavu,3,Cadel C,1725,3,2,85.0
Super built-up  Area,21-Oct,Kanakpura Road,2,PrarePa,700,2,1,40.0
Super built-up  Area,22-Jun,Hoodi,2,GoAirej,1112,2,1,88.0
Super built-up  Area,20-Jan,Badavala Nagar,2,DNncasa,1274,2,1,81.0
Super built-up  Area,Ready To Move,Doddathoguru,2,Vabow R,915,2,1,32.0
Built-up  Area,Ready To Move,Maragondanahalli,3,ArnzaFi,1540,3,2,68.0
Super built-up  Area,Ready To Move,Basavanna Nagar,3,Itala A,1645,3,2,95.0
Super built-up  Area,Ready To Move,Nehru Nagar,4,Undge T,2342,3,2,115.0
Super built-up  Area,Ready To Move,Yelenahalli,2,MDoseim,1056,2,2,33.0
Super built-up  Area,18-Apr,Thirumenahalli,2,MNtha A,1161,2,2,36.69
Built-up  Area,Ready To Move,Uttarahalli,2,Gaent R,850,2,2,35.0
Super built-up  Area,Ready To Move,Green Glen Layout,3,Soionar,1715,3,2,115.0
Super built-up  Area,Ready To Move,Electronic City,2,GMown E,1200,2,1,59.0
Super built-up  Area,Ready To Move,Banashankari,3,Sriseva,1400,2,1,78.0
Plot  Area,Ready To Move,Whitefield,4,Vastael,1500,4,3,200.0
Built-up  Area,Ready To Move,Kalyan nagar,3,SSonsvi,1640,3,3,88.0
Super built-up  Area,Ready To Move,Banashankari,3,Bregae ,1700,3,2,125.0
Super built-up  Area,Ready To Move,Kanakapura,2,SPavenc,1110,2,2,38.85
Super built-up  Area,Ready To Move,Uttarahalli,3,Baveles,1627.86,3,2,88.0
Built-up  Area,Ready To Move,Byagadadhenahalli,2,VBavaai,620,2,1,22.0
Plot  Area,Ready To Move,Whitefield,4,Prrry M,3004,4,2,285.0
Super built-up  Area,18-May,Hosa Road,2,Pamesy ,1133,2,1,52.0
Super built-up  Area,Ready To Move,Hennur Road,2,Gaodsch,1182,2,2,82.5
Super built-up  Area,Ready To Move,Tumkur Road,3,SosonGa,1500,3,3,100.0
Super built-up  Area,Ready To Move,Marathahalli,2,Srconor,1200,2,2,58.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1128,2,1,48.79
Built-up  Area,Ready To Move,Amruthahalli,2,NCondia,1100,2,1,45.0
Super built-up  Area,18-Jun,Old Madras Road,2,Saesttt,1171,2,2,75.0
